###################
#reaction energy barriers, Ea/K

NH CH2 CH2NH 0.0
NH CHD CHDNH 0.0
NH CHD CH2ND 0.0
NH CD2 CD2NH 0.0
NH CD2 CHDND 0.0
ND CH2 CHDNH 0.0
ND CH2 CH2ND 0.0
ND CHD CD2NH 0.0
ND CHD CHDND 0.0
ND CD2 CD2ND 0.0

NH CH3 CH3NH 0.0
NH CD3 CD3NH 0.0
NH CD3 CHD2ND 0.0
NH CH2D CH2DNH 0.0
NH CH2D CH3ND 0.0
NH CHD2 CHD2NH 0.0
NH CHD2 CH2DND 0.0
ND CH3 CH2DNH 0.0
ND CH3 CH3ND 0.0
ND CH2D CHD2NH 0.0
ND CH2D CH2DND 0.0
ND CHD2 CD3NH 0.0
ND CHD2 CHD2ND 0.0

NH CHOH NH2CHO 0.0
NH CDOH NHDCHO 0.0
NH CDOH NH2CDO 0.0
NH CHOD NHDCHO 0.0
NH CHOD NH2CDO 0.0
NH CDOD ND2CHO 0.0
NH CDOD NHDCDO 0.0
ND CHOH NHDCHO 0.0
ND CHOH NH2CDO 0.0
ND CDOH ND2CHO 0.0
ND CDOH NHDCDO 0.0
ND CHOD ND2CHO 0.0
ND CHOD NHDCDO 0.0
ND CDOD ND2CDO 0.0

NH NH N2H2 0.0
NH ND N2HD 0.0
ND ND N2D2 0.0

NH ND N2 HD 0.0
NH NO N2 O H 0.0
ND NO N2 O D 0.0

NH2 CH3 CH5N 0.0
NH2 CD3 CH2D3N 0.0
NH2 CH2D CH4DN 0.0
NH2 CHD2 CH3D2N 0.0
NHD CH3 CH4DN 0.0
NHD CH2D CH3D2N 0.0
NHD CHD2 CH2D3N 0.0
ND2 CH3 CH3D2N 0.0
ND2 CH2D CH2D3N 0.0

NH2 HCO NH2CHO 0.0
NH2 DCO NHDCHO 0.0
NH2 DCO NH2CDO 0.0
NHD HCO NHDCHO 0.0
NHD HCO NH2CDO 0.0
NHD DCO ND2CHO 0.0
NHD DCO NHDCDO 0.0
ND2 HCO ND2CHO 0.0
ND2 HCO NHDCDO 0.0
ND2 DCO ND2CDO 0.0

NH2 NO H2O N2 0.0
NHD NO HDO N2 0.0
ND2 NO D2O N2 0.0

O C2 CCO 0.0
O C3 C3O 0.0

O CH HCO 0.0
O CD DCO 0.0

O CH2 H2CO 0.0
O CHD HDCO 0.0
O CD2 D2CO 0.0

O CH3 CH3O 0.0
O CD3 CD3O 0.0
O CH2D CH2DO 0.0
O CHD2 CHD2O 0.0

O CN OCN 0.0
O CO CO2 1000.0

O CS OCS 0.0

O HCO CO2 H 0.0
O DCO CO2 D 0.0
O HCO CO OH 0.0
O DCO CO OD 0.0
O HNO NO OH 0.0
O DNO NO OD 0.0
O HOC CO OH 0.0
O DOC CO OD 0.0
O HOC CO2 H 0.0
O DOC CO2 D 0.0
O HS SO H 0.0
O DS SO D 0.0
O NH HNO 0.0
O ND DNO 0.0

O NH2 HNO H 0.0
O NHD HNO D 0.0
O NHD DNO H 0.0
O ND2 DNO D 0.0

O NO NO2 0.0
O NS NO S 0.0
O O O2 0.0
O O2 O3 0.0

O O2H O2 OH 0.0
O O2D O2 OD 0.0

O OH O2H 0.0
O OD O2D 0.0

O S SO 0.0
O SO SO2 0.0

OH CH2 CH2OH 0.0
OH CHD CHDOH 0.0
OH CHD CH2OD 0.0
OH CD2 CD2OH 0.0
OH CD2 CHDOD 0.0
OD CH2 CHDOH 0.0
OD CH2 CH2OD 0.0
OD CHD CD2OH 0.0
OD CHD CHDOD 0.0
OD CD2 CD2OD 0.0

OH CH3 CH3OH 0.0
OH CD3 CD3OH 0.0
OH CD3 CHD2OD 0.0
OH CH2D CH2DOH 0.0
OH CH2D CH3OD 0.0
OH CHD2 CHD2OH 0.0
OH CHD2 CH2DOD 0.0
OD CH3 CH2DOH 0.0
OD CH3 CH3OD 0.0
OD CH2D CHD2OH 0.0
OD CH2D CH2DOD 0.0
OD CHD2 CD3OH 0.0
OD CHD2 CHD2OD 0.0

OH CO CO2 H 400.0
OD CO CO2 D 400.0

OH H2CO HCO H2O 0.0
OH HDCO HCO HDO 0.0
OH HDCO DCO H2O 0.0
OH D2CO HCO D2O 0.0
OH D2CO DCO HDO 0.0
OD H2CO HCO HDO 0.0
OD H2CO DCO H2O 0.0
OD HDCO HCO D2O 0.0
OD HDCO DCO HDO 0.0
OD D2CO DCO D2O 0.0

OH HCO HCOOH 0.0
OH DCO DCOOH 0.0
OH DCO HCOOD 0.0
OD HCO DCOOH 0.0
OD HCO HCOOD 0.0
OD DCO DCOOD 0.0

OH NH2 NH2OH 0.0
OH NHD NHDOH 0.0
OH NHD NH2OD 0.0
OH ND2 ND2OH 0.0
OH ND2 NHDOD 0.0
OD NH2 NHDOH 0.0
OD NH2 NH2OD 0.0
OD NHD ND2OH 0.0
OD NHD NHDOD 0.0
OD ND2 ND2OD 0.0

OH OH HOOH 0.0
OH OD HOOD 0.0
OD OD DOOD 0.0

S CH HCS 0.0
S CD DCS 0.0

S CH3 H2CS H 0.0
S CD3 D2CS D 0.0
S CH2D H2CS D 0.0
S CH2D HDCS H 0.0
S CHD2 HDCS D 0.0
S CHD2 D2CS H 0.0

S CO OCS 0.0

S NH NS H 0.0
S ND NS D 0.0

H C2H6 C2H5 H2 4890.0
H C2H5D C2H4D H2 4890.0
H C2H4D2 C2H5 D2 4890.0
H C2H4D2 C2H3D2 H2 4890.0
H C2H3D3 C2H4D D2 4890.0
H C2H3D3 C2H2D3 H2 4890.0
D C2H6 C2H4D H2 4890.0
D C2H5D C2H5 D2 4890.0
D C2H5D C2H3D2 H2 4890.0
D C2H4D2 C2H4D D2 4890.0
D C2H4D2 C2H2D3 H2 4890.0
D C2H3D3 C2H3D2 D2 4890.0

H CH4 CH3 H2 5940.0
H CH3D CH2D H2 5940.0
H CHD3 CD3 H2 5940.0
H CHD3 CH2D D2 5940.0
H CH2D2 CH3 D2 5940.0
H CH2D2 CHD2 H2 5940.0
D CH4 CH2D H2 5940.0
D CH3D CH3 D2 5940.0
D CH3D CHD2 H2 5940.0
D CHD3 CHD2 D2 5940.0
D CH2D2 CD3 H2 5940.0
D CH2D2 CH2D D2 5940.0

H H H2 0.0
D D D2 0.0

H HOOH O2H H2 1900.0
H HOOD O2D H2 1900.0
H DOOD O2H D2 1900.0
D HOOH O2D H2 1900.0
D HOOD O2H D2 1900.0
D DOOD O2D D2 1900.0

H H2S H2 HS 1560.0
H HDS H2 DS 1560.0
H D2S D2 HS 1560.0
D H2S H2 DS 1560.0
D HDS D2 HS 1560.0
D D2S D2 DS 1560.0

H HNO NO H2 1500.0
D HNO NO HD 1500.0
H DNO NO HD 1500.0
D DNO NO D2 1500.0

H N2H2 H2 N2 H 650.0
H N2HD H2 N2 D 650.0
H N2D2 D2 N2 H 650.0
D N2H2 H2 N2 D 650.0
D N2HD D2 N2 H 650.0
D N2D2 D2 N2 D 650.0
D N2D2 D2 N2 D 650.0


H2 C CH2 2500.0
D2 C CD2 2500.0

H2 C2 CCH H 4200.0
D2 C2 CCD D 4200.0

H2 CCH C2H2 H 4200.0
H2 CCD C2H2 D 4200.0
H2 CCD C2HD H 4200.0
D2 CCH C2HD D 4200.0
D2 CCH C2D2 H 4200.0
D2 CCD C2D2 D 4200.0

H2 C3 C3H H 4200.0
D2 C3 C3D D 4200.0

H2 C3H C3H2 H 4200.0
H2 C3D C3H2 D 4200.0
H2 C3D C3HD H 4200.0
D2 C3H C3HD D 4200.0
D2 C3H C3D2 H 4200.0
D2 C3D C3D2 D 4200.0

H2 CH2 CH3 H 3530.0
H2 CHD CH3 D 3530.0
H2 CHD CH2D H 3530.0
H2 CD2 CH2D D 3530.0
H2 CD2 CHD2 H 3530.0
D2 CH2 CH2D D 3530.0
D2 CH2 CHD2 H 3530.0
D2 CHD CD3 H 3530.0
D2 CHD CHD2 D 3530.0
D2 CD2 CD3 D 3530.0

H2 CH3 CH4 H 6440.0
H2 CD3 CHD3 H 6440.0
H2 CD3 CH2D2 D 6440.0
H2 CH2D CH4 D 6440.0
H2 CH2D CH3D H 6440.0
H2 CHD2 CH3D D 6440.0
H2 CHD2 CH2D2 H 6440.0
D2 CH3 CH3D D 6440.0
D2 CH3 CH2D2 H 6440.0
D2 CH2D CHD3 H 6440.0
D2 CH2D CH2D2 D 6440.0
D2 CHD2 CHD3 D 6440.0

H2 CN HCN H 2070.0
D2 CN DCN D 2070.0

H2 NH2 NH3 H 6300.0
H2 NHD NH2D H 6300.0
H2 ND2 NHD2 H 6300.0
D2 NH2 NH2D D 6300.0
D2 NHD NHD2 D 6300.0
D2 ND2 ND3 D 6300.0

H2 OH H2O H 2100.0
H2 OD HDO H 2100.0
D2 OH HDO D 2100.0
D2 OD D2O D 2100.0

NH NH N2 H2 0.0
ND ND N2 D2 0.0

H CO HCO 2500.0
D CO DCO 1420.0

H H2CO CH2OH 2880.0
H HDCO CHDOH 2880.0
H D2CO CD2OH 2880.0
D H2CO CH2OD 1630.0
D HDCO CHDOD 1620.0
D D2CO CD2OD 1620.0

H H2CO CH3O 2580.0
H HDCO CH2DO 2560.0
H D2CO CHD2O 2540.0
D H2CO CH2DO 1470.0
D HDCO CHD2O 1450.0
D D2CO CD3O 1440.0

H H2CO HCO H2 2500.0

D H2CO HCO HD 1325.0
H HDCO HCO HD 2615.0

D HDCO HCO D2 1250.0

H HDCO DCO H2 2500.0

D HDCO DCO HD 2460.0
H D2CO DCO HD 2615.0
D D2CO DCO D2 1250.0
D H2CO HDCO H 1310.0
D HDCO D2CO H 1310.0

H CH3OH CH2OH H2 2500.0
D CH3OH CH2OH HD 2330.0

D CH3OH CH3O HD 2430.0
H CH3OH CH3O H2 2550.0

H CH2DOH CHDOH H2 2550.0
D CH2DOH CHDOH HD 2370.0

H CHD2OH CD2OH H2 2580.0
D CHD2OH CD2OH HD 2400.0

H CH3OD CH2OD H2 2500.0
D CH3OD CH2OD HD 2330.0

H CH2DOD CHDOD H2 2550.0
D CH2DOD CHDOD HD 2370.0

H CHD2OD CD2OD H2 2580.0
D CHD2OD CD2OD HD 2400.0

H Cl HCl 0.0
D Cl DCl 0.0
